Date,AAPL,R,SNP,Rm,,,,,
18/08/2011,52.292858,-0.037824618,1140.650024,-0.044593715,,,,,
19/08/2011,50.861427,-0.027373356,1123.530029,-0.015008981,,,,,
22/08/2011,50.919998,0.00115158,1123.819946,0.000258041,,,,,
23/08/2011,53.371429,0.048142795,1162.349976,0.034284878,,,,,
24/08/2011,53.740002,0.006905811,1177.599976,0.013119973,,,,,
25/08/2011,53.388573,-0.00653943,1159.27002,-0.01556552,,,,,
26/08/2011,54.797142,0.026383342,1176.800049,0.01512161,,,,,
29/08/2011,55.709999,0.016658843,1210.079956,0.028280001,,,,,
30/08/2011,55.712856,5.12834E-05,1212.920044,0.002347025,,,,,
31/08/2011,54.975716,-0.013231057,1218.890015,0.004921982,,,,,
01/09/2011,54.432858,-0.009874505,1204.420044,-0.011871433,,,,,
02/09/2011,53.435715,-0.01831877,1173.969971,-0.025281938,,,,,
06/09/2011,54.248573,0.015211886,1165.23999,-0.00743629,,,,,
07/09/2011,54.847141,0.011033802,1198.619995,0.028646464,,,,,
08/09/2011,54.877144,0.000547029,1185.900024,-0.01061218,,,,,
09/09/2011,53.925713,-0.017337473,1154.22998,-0.026705492,,,,,
12/09/2011,54.277142,0.00651691,1162.27002,0.006965718,,,,,
13/09/2011,54.945713,0.012317727,1172.869995,0.009120062,,Intercept,0.001589514,,
14/09/2011,55.614285,0.012167865,1188.680054,0.013479805,,Slope,0.879989339,,
15/09/2011,56.137142,0.009401487,1209.109985,0.017187073,,R-square,0.489447841,,
16/09/2011,57.214287,0.019187742,1216.01001,0.005706698,,SE,0.010728245,,
19/09/2011,58.804287,0.027790262,1204.089966,-0.009802587,,,,,
20/09/2011,59.064285,0.004421412,1202.089966,-0.001661005,,E[R],AR,CAR,AR t-test
21/09/2011,58.877144,-0.003168429,1166.76001,-0.029390442,,-0.024273762,0.021105333,0.021105333,1.967268014
22/09/2011,57.402859,-0.025040022,1129.560059,-0.031883121,,-0.026467293,0.00142727,0.022532603,0.133038579
23/09/2011,57.757141,0.006171853,1136.430054,0.006082009,,0.006941618,-0.000769765,0.021762838,-0.071751231
26/09/2011,57.595715,-0.00279491,1162.949951,0.023336145,,0.022125073,-0.024919983,-0.003157145,-2.322838789
27/09/2011,57.037144,-0.009698135,1175.380005,0.010688383,,0.010995177,-0.020693312,-0.023850456,-1.928862729
28/09/2011,56.715714,-0.00563545,1151.060059,-0.020691135,,-0.016618464,0.010983013,-0.012867443,1.023747459
29/09/2011,55.795715,-0.016221236,1160.400024,0.008114229,,0.008729949,-0.024951186,-0.037818628,-2.325747225
30/09/2011,54.474285,-0.02368336,1131.420044,-0.024974129,,-0.020387453,-0.003295907,-0.041114535,-0.3072177
03/10/2011,53.514286,-0.017622976,1099.22998,-0.028451029,,-0.023447088,0.005824112,-0.035290423,0.542876503
04/10/2011,53.214287,-0.005605961,1123.949951,0.022488443,,0.021379104,-0.026985065,-0.062275488,-2.515329018
05/10/2011,54.035713,0.015436193,1144.030029,0.017865634,,0.017311081,-0.001874888,-0.064150377,-0.174761887
06/10/2011,53.91,-0.00232648,1164.969971,0.018303665,,0.017696544,-0.020023024,-0.084173401,-1.866383941
07/10/2011,52.828571,-0.020059896,1155.459961,-0.008163309,,-0.005594111,-0.014465785,-0.098639186,-1.34838322
10/10/2011,55.544285,0.051406161,1194.890015,0.034124985,,0.031619137,0.019787023,-0.078852163,1.844385886
11/10/2011,57.184284,0.029525972,1195.540039,0.000544003,,0.002068231,0.027457741,-0.051394422,2.559387983
12/10/2011,57.455715,0.004746601,1207.25,0.009794704,,0.010208749,-0.005462148,-0.05685657,-0.509137154
13/10/2011,58.347141,0.01551501,1203.660034,-0.002973672,,-0.001027286,0.016542296,-0.040314274,1.541938717
14/10/2011,60.285713,0.033224798,1224.579956,0.017380258,,0.016883956,0.016340843,-0.023973431,1.523160858
17/10/2011,59.998573,-0.004762986,1200.859985,-0.019369883,,-0.015455777,0.010692791,-0.01328064,0.996695277
18/10/2011,60.32,0.005357244,1225.380005,0.020418717,,0.019557767,-0.014200523,-0.027481164,-1.323657641
19/10/2011,56.945713,-0.055939771,1209.880005,-0.012649137,,-0.009541592,-0.046398179,-0.073879343,-4.324862105
20/10/2011,56.472858,-0.00830361,1215.390015,0.004554179,,,,,
21/10/2011,56.124287,-0.006172363,1238.25,0.018808765,,,,,
24/10/2011,57.967144,0.032835286,1254.189941,0.012872959,,,,,
25/10/2011,56.824287,-0.0197156,1229.050049,-0.020044725,,,,,
26/10/2011,57.228573,0.007114669,1242,0.010536553,,,,,
27/10/2011,57.812859,0.01020969,1284.589966,0.034291438,,,,,
28/10/2011,57.849998,0.0006424,1285.089966,0.000389229,,,,,
31/10/2011,57.825714,-0.000419775,1253.300049,-0.024737503,,,,,
